1,11.39
2,6.84
3,12.27
4,11.39
5,14.27
6,9.02
7,3.15
8,12.40
9,4.52
10,27.38
11,28.53
12,29.92
13,28.42
14,30.70
15,33.38
16,31.52
17,30.15
18,32.80
19,14.28
20,31.84
21,30.89
22,33.67
23,35.53
24,34.07
25,35.48
26,29.65
27,31.00
28,29.94
29,19.80
30,20.79
31,25.49
32,19.96
33,21.54
34,19.35
35,22.75
36,27.64
37,22.86
38,16.52
39,17.00
40,26.05
41,27.65
42,24.98
43,25.91
44,21.41
45,23.60
46,27.96
47,21.14
48,21.26
49,23.03
50,21.30
51,32.37
52,20.70
53,18.16
54,25.86
55,29.22
56,26.42
57,18.76
58,19.42
59,27.87
60,9.22
61,31.64
62,20.42
63,9.32
64,10.57
65,32.57
66,35.44
67,9.86
68,34.84
69,21.52
70,33.94
71,17.96
72,33.13
73,12.29
74,34.71
75,32.69
76,18.93
77,35.04
78,16.69
79,34.61
80,34.92
81,16.63
82,31.32
83,31.98
84,36.28
85,17.20
86,32.57
87,10.60
88,17.20
89,31.00
90,35.91
91,30.13
92,29.62
93,12.64
94,37.86
95,14.18
96,26.79
97,32.50
98,23.18
99,8.23
100,13.67
101,25.47
102,9.27
103,32.86
104,35.16
105,15.97
106,8.67
107,24.52
108,8.81
109,7.59
110,14.32
111,8.08
112,14.95
113,9.83
114,9.42
115,28.31
116,8.73
117,26.93
118,27.57
119,7.83
120,8.58
121,28.21
122,9.15
123,16.68
124,9.11
125,14.38
126,9.77
127,14.81
128,27.88
129,8.15
130,25.51
131,12.68
132,25.41
133,15.05
134,27.04
135,13.37
136,12.39
137,24.57
138,13.00
139,23.72
140,9.79
141,10.97
142,11.15
143,9.25
144,9.53
145,9.38
146,11.26
147,9.72
148,27.29
149,9.38
150,25.71
151,27.52
152,10.23
153,23.69
154,57.85
155,107.25
156,15.19
157,15.97
158,20.05
159,7.15
160,11.13
161,21.73
162,34.45
163,113.34
164,111.64
165,52.14
166,22.90
167,24.68
168,42.39
169,33.69
170,90.77
171,96.87
172,39.89
173,69.45
174,32.17
175,115.75
176,25.80
177,97.12
178,68.91
179,113.50
180,127.94
181,135.56
182,80.96
183,91.05
184,115.94
185,70.92
186,71.63
187,78.60
188,66.45
189,66.07
190,68.32
191,67.72
192,57.61
193,50.90
194,78.35
195,48.64
196,95.27
197,101.38
198,59.35
199,97.85
200,96.55
201,91.21
202,97.06
203,61.35
204,85.38
205,94.79
206,67.80
207,33.45
208,45.86
209,34.23
210,30.85
211,45.25
212,31.32
213,24.71
214,22.73
215,20.56
216,36.12
217,17.92
218,14.57
219,17.73
220,14.67
221,18.86
222,15.85
223,10.63
224,23.85
225,20.70
226,22.83
227,23.02
228,17.53
229,35.70
230,29.73
231,44.32
232,94.98
233,155.47
234,130.88
235,120.11
236,145.84
237,147.34
238,100.48
239,111.53
240,156.87
241,127.47
242,140.54
243,94.04
244,69.75
245,109.24
246,99.06
247,146.85
248,107.26
249,104.21
250,109.01
251,127.04
252,106.27
253,93.99
254,83.79
255,99.28
256,132.64
257,77.30
258,118.58
259,70.79
260,63.60
261,95.84
262,82.24
263,68.72
264,62.74
265,103.37
266,57.40
267,37.98
268,70.06
269,72.38
270,45.45
271,68.10
272,62.50
273,54.33
274,70.53
275,58.08
276,42.56
277,66.83
278,63.21
279,76.15
280,32.40
281,65.63
282,76.27
283,61.61
284,36.83
285,52.89
286,37.36
287,20.13
288,14.47
289,15.88
290,39.14
291,10.99
292,37.87
293,37.63
294,30.71
295,45.23
296,18.47
297,4.20
298,71.62
299,25.12
300,18.45
301,58.08
302,64.35
303,103.95
304,27.86
305,27.73
306,147.04
307,27.49
308,22.44
309,38.12
310,40.91
311,22.08
312,39.29
313,48.32
314,33.07
315,30.93
316,41.72
317,41.11
318,45.88
319,39.34
320,72.15
321,35.07
322,49.64
323,49.69
324,53.07
325,154.31
326,39.87
327,40.00
328,23.39
329,53.03
330,31.53
331,36.34
332,52.88
333,31.33
334,62.21
335,27.82
336,31.90
337,55.38
338,26.10
339,34.35
340,35.81
341,24.68
342,34.74
343,34.36
344,26.12
345,33.59
346,48.31
347,36.47
348,37.68
349,33.27
350,39.88
351,34.73
352,39.49
353,26.71
354,47.42
355,25.90
356,38.09
357,27.21
358,22.23
359,24.36
360,30.11
361,52.17
362,24.33
363,23.20
364,46.37
365,25.35
366,19.74
367,45.32
368,41.40
369,39.68
370,28.17
371,20.00
372,39.71
373,50.10
374,32.70
375,11.32
376,13.98
377,37.07
378,39.73
379,53.30
380,34.75
381,11.98
382,36.93
383,50.39
384,8.41
385,64.18
386,16.07
387,42.23
388,55.93
389,11.19
390,13.18
391,17.67
392,16.76
393,12.06
394,9.82
395,10.77
396,22.67
397,15.06
398,14.57
399,9.69
400,20.06
401,56.74
402,15.55
403,55.01
404,17.05
405,47.96
406,35.19
407,26.57
408,47.74
409,23.16
410,30.74
411,58.85
412,45.88
413,37.62
414,55.97
415,29.64
416,12.58
417,44.25
418,15.07
419,19.88
420,12.35
421,32.90
422,13.89
423,23.47
424,3.33
425,11.79
426,3.35
427,8.71
428,31.13
429,43.26
430,6.01
431,48.18
432,13.39
433,19.59
434,22.25
435,21.89
436,18.77
437,-1.03
438,16.40
439,26.78
